node_id,node_name,node_kind,inst_name,cell_name,port_name,io_type,is_sequential_cell,is_buffer_cell,is_inverter_cell,is_clock_pin,is_endpoint,x_um,y_um,inst_x_um,inst_y_um,cell_area_um2,port_cap_max_f,port_cap_min_f
829,place255/A,iterm,place255,BUF_X1,A,INPUT,0,1,0,0,0,10.575,4.8125,10.45,4.2,nan,9.746590013071316e-16,8.752499970075052e-16
830,_480_/B1,iterm,_480_,OAI221_X1,B1,INPUT,0,0,0,0,0,13.6125,9.1875,13.3,8.4,nan,1.6553779822801157e-15,1.4106599994229813e-15
831,dpath.a_reg.out\[10\]$_DFFE_PP_/Q,iterm,dpath.a_reg.out\[10\]$_DFFE_PP_,DFF_X1,Q,OUTPUT,1,0,0,0,0,11.495,6.305,8.36,5.6,nan,0.0,0.0
832,place254/A,iterm,place254,BUF_X1,A,INPUT,0,1,0,0,0,13.045,4.8125,12.92,4.2,nan,9.746590013071316e-16,8.752499970075052e-16
833,_469_/A,iterm,_469_,INV_X1,A,INPUT,0,0,1,0,0,13.6025,4.8125,13.49,4.2,nan,1.700229965024007e-15,1.5493600563490969e-15
834,dpath.a_reg.out\[11\]$_DFFE_PP_/Q,iterm,dpath.a_reg.out\[11\]$_DFFE_PP_,DFF_X1,Q,OUTPUT,1,0,0,0,0,12.825,3.505,9.69,2.8,nan,0.0,0.0
835,_654_/A,iterm,_654_,MUX2_X1,A,INPUT,0,0,0,0,0,22.165,4.8125,21.85,4.2,nan,9.464199816368573e-16,9.070389846992815e-16
836,place253/A,iterm,place253,BUF_X1,A,INPUT,0,1,0,0,0,21.975,6.3875,21.85,5.6,nan,9.746590013071316e-16,8.752499970075052e-16
837,_488_/B,iterm,_488_,XNOR2_X1,B,INPUT,0,0,0,0,0,21.3825,6.1655,20.71,5.6,nan,2.573607966278521e-15,2.3681649953614372e-15
838,_520_/A1,iterm,_520_,NOR2_X1,A1,INPUT,0,0,0,0,0,23.4375,6.3875,22.99,5.6,nan,1.7144710240870752e-15,1.4130929956848509e-15
839,_521_/B1,iterm,_521_,AOI21_X1,B1,INPUT,0,0,0,0,0,23.635,4.8125,23.18,4.2,nan,1.6470030498932572e-15,1.4468230123148196e-15
840,dpath.a_reg.out\[12\]$_DFFE_PP_/Q,iterm,dpath.a_reg.out\[12\]$_DFFE_PP_,DFF_X1,Q,OUTPUT,1,0,0,0,0,21.755,3.505,18.62,2.8,nan,0.0,0.0
841,_541_/B2,iterm,_541_,OAI221_X1,B2,INPUT,0,0,0,0,0,27.1025,7.6125,26.98,7.0,nan,1.6054170144357417e-15,1.5435179642327656e-15
842,place252/A,iterm,place252,BUF_X1,A,INPUT,0,1,0,0,0,28.815,7.6125,28.69,7.0,nan,9.746590013071316e-16,8.752499970075052e-16
843,_491_/B,iterm,_491_,XNOR2_X1,B,INPUT,0,0,0,0,0,26.5125,7.834,25.84,7.0,nan,2.573607966278521e-15,2.3681649953614372e-15
844,_499_/A,iterm,_499_,INV_X1,A,INPUT,0,0,1,0,0,25.5725,7.6125,25.46,7.0,nan,1.700229965024007e-15,1.5493600563490969e-15
845,dpath.a_reg.out\[13\]$_DFFE_PP_/Q,iterm,dpath.a_reg.out\[13\]$_DFFE_PP_,DFF_X1,Q,OUTPUT,1,0,0,0,0,28.215,11.905,25.08,11.2,nan,0.0,0.0
846,_513_/A2,iterm,_513_,NAND2_X1,A2,INPUT,0,0,0,0,0,26.5325,6.3875,26.41,5.6,nan,1.664198983392822e-15,1.5022779417342034e-15
847,_524_/C1,iterm,_524_,OAI221_X1,C1,INPUT,0,0,0,0,0,26.2875,6.3875,25.27,5.6,nan,1.5696760357098729e-15,1.4154349359048906e-15
848,_541_/C2,iterm,_541_,OAI221_X1,C2,INPUT,0,0,0,0,0,27.665,7.6125,26.98,7.0,nan,1.5833489474235702e-15,1.562054009734005e-15
849,_658_/A,iterm,_658_,MUX2_X1,A,INPUT,0,0,0,0,0,29.575,10.4125,29.26,9.8,nan,9.464199816368573e-16,9.070389846992815e-16
850,_514_/A,iterm,_514_,INV_X1,A,INPUT,0,0,1,0,0,26.1425,16.0125,26.03,15.4,nan,1.700229965024007e-15,1.5493600563490969e-15
851,dpath.a_reg.out\[14\]$_DFFE_PP_/Q,iterm,dpath.a_reg.out\[14\]$_DFFE_PP_,DFF_X1,Q,OUTPUT,1,0,0,0,0,32.015,14.705,28.88,14.0,nan,0.0,0.0
852,dpath.a_reg.out\[15\]$_DFFE_PP_/Q,iterm,dpath.a_reg.out\[15\]$_DFFE_PP_,DFF_X1,Q,OUTPUT,1,0,0,0,0,19.095,16.095,15.96,15.4,nan,0.0,0.0
853,_660_/A,iterm,_660_,MUX2_X1,A,INPUT,0,0,0,0,0,23.115,16.0125,22.8,15.4,nan,9.464199816368573e-16,9.070389846992815e-16
854,_546_/A,iterm,_546_,INV_X1,A,INPUT,0,0,1,0,0,15.1225,13.2125,15.01,12.6,nan,1.700229965024007e-15,1.5493600563490969e-15
855,_536_/A1,iterm,_536_,NAND2_X1,A1,INPUT,0,0,0,0,0,21.9175,10.4125,21.47,9.8,nan,1.5990320800793388e-15,1.5291960135232346e-15
856,_529_/B,iterm,_529_,XOR2_X1,B,INPUT,0,0,0,0,0,16.928,14.654,16.15,14.0,nan,2.411453037647342e-15,2.363548030524191e-15
857,_396_/A3,iterm,_396_,NOR3_X4,A3,INPUT,0,0,0,0,0,30.68,21.6125,28.5,21.0,nan,6.105358003150952e-15,5.83305512181706e-15
858,rebuffer331/A,iterm,rebuffer331,BUF_X1,A,INPUT,0,1,0,0,0,31.665,27.2125,31.54,26.6,nan,9.746590013071316e-16,8.752499970075052e-16
859,_397_/A,iterm,_397_,OAI21_X4,A,INPUT,0,0,0,0,0,30.4925,18.8125,30.02,18.2,nan,6.194657722164657e-15,5.622910906284478e-15
860,dpath.a_reg.out\[1\]$_DFFE_PP_/Q,iterm,dpath.a_reg.out\[1\]$_DFFE_PP_,DFF_X1,Q,OUTPUT,1,0,0,0,0,30.685,23.105,27.55,22.4,nan,0.0,0.0
861,_400_/B,iterm,_400_,XOR2_X2,B,INPUT,0,0,0,0,0,28.675,25.865,27.93,25.2,nan,4.500935299516168e-15,4.39562708131583e-15
862,place250/A,iterm,place250,BUF_X1,A,INPUT,0,1,0,0,0,32.045,28.7875,31.92,28.0,nan,9.746590013071316e-16,8.752499970075052e-16
863,dpath.a_reg.out\[2\]$_DFFE_PP_/Q,iterm,dpath.a_reg.out\[2\]$_DFFE_PP_,DFF_X1,Q,OUTPUT,1,0,0,0,0,30.875,30.095,27.74,29.4,nan,0.0,0.0
864,place249/A,iterm,place249,BUF_X1,A,INPUT,0,1,0,0,0,21.405,31.5875,21.28,30.8,nan,9.746590013071316e-16,8.752499970075052e-16
865,_403_/B,iterm,_403_,XOR2_X2,B,INPUT,0,0,0,0,0,22.975,30.135,22.23,29.4,nan,4.500935299516168e-15,4.39562708131583e-15
866,dpath.a_reg.out\[3\]$_DFFE_PP_/Q,iterm,dpath.a_reg.out\[3\]$_DFFE_PP_,DFF_X1,Q,OUTPUT,1,0,0,0,0,21.755,28.705,18.62,28.0,nan,0.0,0.0
867,place248/A,iterm,place248,BUF_X1,A,INPUT,0,1,0,0,0,22.735,28.7875,22.61,28.0,nan,9.746590013071316e-16,8.752499970075052e-16
868,_415_/B,iterm,_415_,XOR2_X2,B,INPUT,0,0,0,0,0,20.125,25.865,19.38,25.2,nan,4.500935299516168e-15,4.39562708131583e-15
869,dpath.a_reg.out\[4\]$_DFFE_PP_/Q,iterm,dpath.a_reg.out\[4\]$_DFFE_PP_,DFF_X1,Q,OUTPUT,1,0,0,0,0,19.285,25.905,16.15,25.2,nan,0.0,0.0
870,_418_/A,iterm,_418_,XOR2_X2,A,INPUT,0,0,0,0,0,17.262,24.2485,16.53,23.8,nan,4.3304546722881896e-15,4.235113067261719e-15
871,place247/A,iterm,place247,BUF_X1,A,INPUT,0,1,0,0,0,17.985,23.1875,17.86,22.4,nan,9.746590013071316e-16,8.752499970075052e-16
872,dpath.a_reg.out\[5\]$_DFFE_PP_/Q,iterm,dpath.a_reg.out\[5\]$_DFFE_PP_,DFF_X1,Q,OUTPUT,1,0,0,0,0,16.435,23.105,13.3,22.4,nan,0.0,0.0
873,place246/A,iterm,place246,BUF_X2,A,INPUT,0,1,0,0,0,5.845,23.1875,5.7,22.4,nan,1.7792090110918925e-15,1.5893980332163868e-15
874,dpath.a_reg.out\[6\]$_DFFE_PP_/Q,iterm,dpath.a_reg.out\[6\]$_DFFE_PP_,DFF_X1,Q,OUTPUT,1,0,0,0,0,5.415,21.695,2.28,21.0,nan,0.0,0.0
875,_435_/A,iterm,_435_,INV_X1,A,INPUT,0,0,1,0,0,5.2425,23.1875,5.13,22.4,nan,1.700229965024007e-15,1.5493600563490969e-15
876,place245/A,iterm,place245,BUF_X2,A,INPUT,0,1,0,0,0,6.035,27.2125,5.89,26.6,nan,1.7792090110918925e-15,1.5893980332163868e-15
877,dpath.a_reg.out\[7\]$_DFFE_PP_/Q,iterm,dpath.a_reg.out\[7\]$_DFFE_PP_,DFF_X1,Q,OUTPUT,1,0,0,0,0,4.465,27.295,1.33,26.6,nan,0.0,0.0
878,_674_/A,iterm,_674_,MUX2_X1,A,INPUT,0,0,0,0,0,4.305,25.9875,3.99,25.2,nan,9.464199816368573e-16,9.070389846992815e-16
879,_439_/A,iterm,_439_,INV_X1,A,INPUT,0,0,1,0,0,6.0025,25.9875,5.89,25.2,nan,1.700229965024007e-15,1.5493600563490969e-15
880,_485_/B2,iterm,_485_,OAI221_X2,B2,INPUT,0,0,0,0,0,16.06,11.9875,14.63,11.2,nan,3.124702001322272e-15,2.9840259224093307e-15
881,place244/A,iterm,place244,BUF_X1,A,INPUT,0,1,0,0,0,7.915,13.2125,7.79,12.6,nan,9.746590013071316e-16,8.752499970075052e-16
882,place243/A,iterm,place243,BUF_X1,A,INPUT,0,1,0,0,0,7.155,17.5875,7.03,16.8,nan,9.746590013071316e-16,8.752499970075052e-16
883,_460_/A1,iterm,_460_,NOR2_X1,A1,INPUT,0,0,0,0,0,16.4075,18.8125,15.96,18.2,nan,1.7144710240870752e-15,1.4130929956848509e-15
884,_463_/A2,iterm,_463_,NOR3_X1,A2,INPUT,0,0,0,0,0,7.7225,11.9875,7.41,11.2,nan,1.6638419590055543e-15,1.4768030023290567e-15
885,_483_/B1,iterm,_483_,AOI21_X1,B1,INPUT,0,0,0,0,0,18.695,13.2125,18.24,12.6,nan,1.6470030498932572e-15,1.4468230123148196e-15
886,dpath.a_reg.out\[8\]$_DFFE_PP_/Q,iterm,dpath.a_reg.out\[8\]$_DFFE_PP_,DFF_X1,Q,OUTPUT,1,0,0,0,0,7.505,18.895,4.37,18.2,nan,0.0,0.0
887,place242/A,iterm,place242,BUF_X1,A,INPUT,0,1,0,0,0,4.495,13.2125,4.37,12.6,nan,9.746590013071316e-16,8.752499970075052e-16
888,dpath.a_reg.out\[9\]$_DFFE_PP_/Q,iterm,dpath.a_reg.out\[9\]$_DFFE_PP_,DFF_X1,Q,OUTPUT,1,0,0,0,0,4.655,14.705,1.52,14.0,nan,0.0,0.0
889,_450_/A2,iterm,_450_,AND2_X1,A2,INPUT,0,0,0,0,0,6.015,11.9875,5.7,11.2,nan,9.746299904286881e-16,8.941189793965749e-16
890,place241/A,iterm,place241,BUF_X1,A,INPUT,0,1,0,0,0,28.815,20.3875,28.69,19.6,nan,9.746590013071316e-16,8.752499970075052e-16
891,_395_/A,iterm,_395_,INV_X2,A,INPUT,0,0,1,0,0,31.6625,23.1875,31.54,22.4,nan,3.2508910639800865e-15,2.9433149778654473e-15
892,dpath.b_reg.out\[0\]$_DFFE_PP_/Q,iterm,dpath.b_reg.out\[0\]$_DFFE_PP_,DFF_X1,Q,OUTPUT,1,0,0,0,0,32.395,20.305,29.26,19.6,nan,0.0,0.0
893,place240/A,iterm,place240,BUF_X1,A,INPUT,0,1,0,0,0,9.435,4.8125,9.31,4.2,nan,9.746590013071316e-16,8.752499970075052e-16
894,_459_/A,iterm,_459_,INV_X1,A,INPUT,0,0,1,0,0,10.9425,7.6125,10.83,7.0,nan,1.700229965024007e-15,1.5493600563490969e-15
895,dpath.b_reg.out\[10\]$_DFFE_PP_/Q,iterm,dpath.b_reg.out\[10\]$_DFFE_PP_,DFF_X1,Q,OUTPUT,1,0,0,0,0,9.595,3.505,6.46,2.8,nan,0.0,0.0
896,place239/A,iterm,place239,BUF_X2,A,INPUT,0,1,0,0,0,16.865,4.8125,16.72,4.2,nan,1.7792090110918925e-15,1.5893980332163868e-15
897,place238/A,iterm,place238,BUF_X1,A,INPUT,0,1,0,0,0,15.515,2.0125,15.39,1.4,nan,9.746590013071316e-16,8.752499970075052e-16
898,_470_/A1,iterm,_470_,NOR2_X1,A1,INPUT,0,0,0,0,0,15.6475,4.8125,15.2,4.2,nan,1.7144710240870752e-15,1.4130929956848509e-15
899,dpath.b_reg.out\[11\]$_DFFE_PP_/Q,iterm,dpath.b_reg.out\[11\]$_DFFE_PP_,DFF_X1,Q,OUTPUT,1,0,0,0,0,17.575,3.505,14.44,2.8,nan,0.0,0.0
900,place237/A,iterm,place237,BUF_X1,A,INPUT,0,1,0,0,0,25.395,4.8125,25.27,4.2,nan,9.746590013071316e-16,8.752499970075052e-16
901,_492_/A,iterm,_492_,INV_X1,A,INPUT,0,0,1,0,0,25.1925,3.5875,25.08,2.8,nan,1.700229965024007e-15,1.5493600563490969e-15
902,dpath.b_reg.out\[12\]$_DFFE_PP_/Q,iterm,dpath.b_reg.out\[12\]$_DFFE_PP_,DFF_X1,Q,OUTPUT,1,0,0,0,0,24.985,3.505,21.85,2.8,nan,0.0,0.0
903,_540_/A1,iterm,_540_,NAND2_X1,A1,INPUT,0,0,0,0,0,28.5675,7.6125,28.12,7.0,nan,1.5990320800793388e-15,1.5291960135232346e-15
904,_657_/A,iterm,_657_,MUX2_X1,A,INPUT,0,0,0,0,0,26.345,4.8125,26.03,4.2,nan,9.464199816368573e-16,9.070389846992815e-16
905,place235/A,iterm,place235,BUF_X1,A,INPUT,0,1,0,0,0,23.875,7.6125,23.75,7.0,nan,9.746590013071316e-16,8.752499970075052e-16
906,_491_/A,iterm,_491_,XNOR2_X1,A,INPUT,0,0,0,0,0,26.37,7.499,25.84,7.0,nan,2.2327540732486285e-15,2.1258540683821627e-15
907,_519_/A1,iterm,_519_,NAND2_X1,A1,INPUT,0,0,0,0,0,25.9075,3.5875,25.46,2.8,nan,1.5990320800793388e-15,1.5291960135232346e-15
908,_523_/A1,iterm,_523_,NOR2_X1,A1,INPUT,0,0,0,0,0,25.1475,4.8125,24.7,4.2,nan,1.7144710240870752e-15,1.4130929956848509e-15
909,dpath.b_reg.out\[13\]$_DFFE_PP_/Q,iterm,dpath.b_reg.out\[13\]$_DFFE_PP_,DFF_X1,Q,OUTPUT,1,0,0,0,0,30.495,4.895,27.36,4.2,nan,0.0,0.0
910,place234/A,iterm,place234,BUF_X1,A,INPUT,0,1,0,0,0,27.295,16.0125,27.17,15.4,nan,9.746590013071316e-16,8.752499970075052e-16
911,_511_/A,iterm,_511_,INV_X1,A,INPUT,0,0,1,0,0,27.6625,9.1875,27.55,8.4,nan,1.700229965024007e-15,1.5493600563490969e-15
912,_515_/A1,iterm,_515_,NAND2_X1,A1,INPUT,0,0,0,0,0,26.6675,14.7875,26.22,14.0,nan,1.5990320800793388e-15,1.5291960135232346e-15
913,_659_/A,iterm,_659_,MUX2_X1,A,INPUT,0,0,0,0,0,27.865,10.4125,27.55,9.8,nan,9.464199816368573e-16,9.070389846992815e-16
914,dpath.b_reg.out\[14\]$_DFFE_PP_/Q,iterm,dpath.b_reg.out\[14\]$_DFFE_PP_,DFF_X1,Q,OUTPUT,1,0,0,0,0,31.445,11.905,28.31,11.2,nan,0.0,0.0
915,_366_/A1,iterm,_366_,NOR4_X1,A1,INPUT,0,0,0,0,0,15.0775,17.5875,14.25,16.8,nan,1.7368040006535005e-15,1.3434930395627939e-15
916,_529_/A,iterm,_529_,XOR2_X1,A,INPUT,0,0,0,0,0,16.651,14.7115,16.15,14.0,nan,2.2321442095266054e-15,2.181232023682465e-15
917,_544_/A,iterm,_544_,INV_X1,A,INPUT,0,0,1,0,0,9.4225,14.7875,9.31,14.0,nan,1.700229965024007e-15,1.5493600563490969e-15
918,_598_/A1,iterm,_598_,NAND3_X1,A1,INPUT,0,0,0,0,0,15.88,13.2125,15.39,12.6,nan,1.5902860413824645e-15,1.5620330456685605e-15
919,_661_/A,iterm,_661_,MUX2_X1,A,INPUT,0,0,0,0,0,19.505,16.0125,19.19,15.4,nan,9.464199816368573e-16,9.070389846992815e-16
920,dpath.b_reg.out\[15\]$_DFFE_PP_/Q,iterm,dpath.b_reg.out\[15\]$_DFFE_PP_,DFF_X1,Q,OUTPUT,1,0,0,0,0,20.995,14.705,17.86,14.0,nan,0.0,0.0
921,place233/A,iterm,place233,BUF_X1,A,INPUT,0,1,0,0,0,25.395,21.6125,25.27,21.0,nan,9.746590013071316e-16,8.752499970075052e-16
922,_428_/C1,iterm,_428_,AOI211_X2,C1,INPUT,0,0,0,0,0,22.1575,21.63,20.9,21.0,nan,3.165257091803861e-15,2.649523082417951e-15
923,dpath.b_reg.out\[1\]$_DFFE_PP_/Q,iterm,dpath.b_reg.out\[1\]$_DFFE_PP_,DFF_X1,Q,OUTPUT,1,0,0,0,0,23.085,20.305,19.95,19.6,nan,0.0,0.0
924,_400_/A,iterm,_400_,XOR2_X2,A,INPUT,0,0,0,0,0,28.662,26.1515,27.93,25.2,nan,4.3304546722881896e-15,4.235113067261719e-15
925,rebuffer327/A,iterm,rebuffer327,BUF_X2,A,INPUT,0,1,0,0,0,28.835,27.2125,28.69,26.6,nan,1.7792090110918925e-15,1.5893980332163868e-15
926,dpath.b_reg.out\[2\]$_DFFE_PP_/Q,iterm,dpath.b_reg.out\[2\]$_DFFE_PP_,DFF_X1,Q,OUTPUT,1,0,0,0,0,28.595,27.295,25.46,26.6,nan,0.0,0.0
927,place231/A,iterm,place231,BUF_X1,A,INPUT,0,1,0,0,0,20.265,31.5875,20.14,30.8,nan,9.746590013071316e-16,8.752499970075052e-16
928,_403_/A,iterm,_403_,XOR2_X2,A,INPUT,0,0,0,0,0,22.962,29.8485,22.23,29.4,nan,4.3304546722881896e-15,4.235113067261719e-15
929,dpath.b_reg.out\[3\]$_DFFE_PP_/Q,iterm,dpath.b_reg.out\[3\]$_DFFE_PP_,DFF_X1,Q,OUTPUT,1,0,0,0,0,22.135,30.095,19.0,29.4,nan,0.0,0.0
930,place230/A,iterm,place230,BUF_X2,A,INPUT,0,1,0,0,0,21.995,28.7875,21.85,28.0,nan,1.7792090110918925e-15,1.5893980332163868e-15
931,_415_/A,iterm,_415_,XOR2_X2,A,INPUT,0,0,0,0,0,20.112,26.1515,19.38,25.2,nan,4.3304546722881896e-15,4.235113067261719e-15
932,dpath.b_reg.out\[4\]$_DFFE_PP_/Q,iterm,dpath.b_reg.out\[4\]$_DFFE_PP_,DFF_X1,Q,OUTPUT,1,0,0,0,0,20.425,27.295,17.29,26.6,nan,0.0,0.0
933,_418_/B,iterm,_418_,XOR2_X2,B,INPUT,0,0,0,0,0,17.275,24.535,16.53,23.8,nan,4.500935299516168e-15,4.39562708131583e-15
934,place229/A,iterm,place229,BUF_X1,A,INPUT,0,1,0,0,0,17.415,23.1875,17.29,22.4,nan,9.746590013071316e-16,8.752499970075052e-16
935,dpath.b_reg.out\[5\]$_DFFE_PP_/Q,iterm,dpath.b_reg.out\[5\]$_DFFE_PP_,DFF_X1,Q,OUTPUT,1,0,0,0,0,16.435,24.495,13.3,23.8,nan,0.0,0.0
936,_628_/A1,iterm,_628_,AND4_X1,A1,INPUT,0,0,0,0,0,8.1025,20.3875,7.98,19.6,nan,8.565279748347842e-16,8.507540159311477e-16
937,place228/A,iterm,place228,BUF_X1,A,INPUT,0,1,0,0,0,11.145,20.3875,11.02,19.6,nan,9.746590013071316e-16,8.752499970075052e-16
938,place227/A,iterm,place227,BUF_X1,A,INPUT,0,1,0,0,0,6.775,24.4125,6.65,23.8,nan,9.746590013071316e-16,8.752499970075052e-16
939,_431_/A,iterm,_431_,XNOR2_X1,A,INPUT,0,0,0,0,0,7.94,21.499,7.41,21.0,nan,2.2327540732486285e-15,2.1258540683821627e-15
940,_440_/A2,iterm,_440_,NOR3_X1,A2,INPUT,0,0,0,0,0,8.8625,23.1875,8.55,22.4,nan,1.6638419590055543e-15,1.4768030023290567e-15
941,_441_/B1,iterm,_441_,OAI21_X1,B1,INPUT,0,0,0,0,0,8.2375,23.1875,7.79,22.4,nan,1.6620500608056379e-15,1.459831956076988e-15
942,dpath.b_reg.out\[6\]$_DFFE_PP_/Q,iterm,dpath.b_reg.out\[6\]$_DFFE_PP_,DFF_X1,Q,OUTPUT,1,0,0,0,0,11.115,25.905,7.98,25.2,nan,0.0,0.0
943,place226/A,iterm,place226,BUF_X1,A,INPUT,0,1,0,0,0,9.245,21.6125,9.12,21.0,nan,9.746590013071316e-16,8.752499970075052e-16
944,_433_/A,iterm,_433_,XNOR2_X1,A,INPUT,0,0,0,0,0,7.56,27.099,7.03,26.6,nan,2.2327540732486285e-15,2.1258540683821627e-15
945,_442_/A,iterm,_442_,INV_X1,A,INPUT,0,0,1,0,0,9.4225,23.1875,9.31,22.4,nan,1.700229965024007e-15,1.5493600563490969e-15
946,_675_/A,iterm,_675_,MUX2_X1,A,INPUT,0,0,0,0,0,4.875,27.2125,4.56,26.6,nan,9.464199816368573e-16,9.070389846992815e-16
947,dpath.b_reg.out\[7\]$_DFFE_PP_/Q,iterm,dpath.b_reg.out\[7\]$_DFFE_PP_,DFF_X1,Q,OUTPUT,1,0,0,0,0,7.695,28.705,4.56,28.0,nan,0.0,0.0
948,place225/A,iterm,place225,BUF_X1,A,INPUT,0,1,0,0,0,13.235,14.7875,13.11,14.0,nan,9.746590013071316e-16,8.752499970075052e-16
949,_453_/A,iterm,_453_,INV_X1,A,INPUT,0,0,1,0,0,14.3625,16.0125,14.25,15.4,nan,1.700229965024007e-15,1.5493600563490969e-15
950,dpath.b_reg.out\[8\]$_DFFE_PP_/Q,iterm,dpath.b_reg.out\[8\]$_DFFE_PP_,DFF_X1,Q,OUTPUT,1,0,0,0,0,13.585,17.505,10.45,16.8,nan,0.0,0.0
951,place224/A,iterm,place224,BUF_X1,A,INPUT,0,1,0,0,0,3.735,7.6125,3.61,7.0,nan,9.746590013071316e-16,8.752499970075052e-16
952,dpath.b_reg.out\[9\]$_DFFE_PP_/Q,iterm,dpath.b_reg.out\[9\]$_DFFE_PP_,DFF_X1,Q,OUTPUT,1,0,0,0,0,4.465,10.495,1.33,9.8,nan,0.0,0.0
953,_449_/A,iterm,_449_,INV_X1,A,INPUT,0,0,1,0,0,4.6725,10.4125,4.56,9.8,nan,1.700229965024007e-15,1.5493600563490969e-15
954,input1/Z,iterm,input1,BUF_X1,Z,OUTPUT,0,1,0,0,0,32.385,16.115,31.92,15.4,nan,0.0,0.0
955,_646_/B,iterm,_646_,MUX2_X1,B,INPUT,0,0,0,0,0,30.905,17.5875,30.02,16.8,nan,9.44774937774171e-16,8.997019853101648e-16
956,input2/Z,iterm,input2,BUF_X1,Z,OUTPUT,0,1,0,0,0,9.205,2.115,8.74,1.4,nan,0.0,0.0
957,_650_/B,iterm,_650_,MUX2_X1,B,INPUT,0,0,0,0,0,8.295,2.0125,7.41,1.4,nan,9.44774937774171e-16,8.997019853101648e-16
958,input3/Z,iterm,input3,BUF_X1,Z,OUTPUT,0,1,0,0,0,12.815,2.115,12.35,1.4,nan,0.0,0.0
959,_652_/B,iterm,_652_,MUX2_X1,B,INPUT,0,0,0,0,0,13.805,2.0125,12.92,1.4,nan,9.44774937774171e-16,8.997019853101648e-16
960,input4/Z,iterm,input4,BUF_X1,Z,OUTPUT,0,1,0,0,0,23.455,2.115,22.99,1.4,nan,0.0,0.0
961,_654_/B,iterm,_654_,MUX2_X1,B,INPUT,0,0,0,0,0,22.735,4.8125,21.85,4.2,nan,9.44774937774171e-16,8.997019853101648e-16
962,input5/Z,iterm,input5,BUF_X1,Z,OUTPUT,0,1,0,0,0,31.815,6.285,31.35,5.6,nan,0.0,0.0
963,_656_/B,iterm,_656_,MUX2_X1,B,INPUT,0,0,0,0,0,28.815,6.3875,27.93,5.6,nan,9.44774937774171e-16,8.997019853101648e-16
964,input6/Z,iterm,input6,BUF_X1,Z,OUTPUT,0,1,0,0,0,31.055,10.515,30.59,9.8,nan,0.0,0.0
965,_658_/B,iterm,_658_,MUX2_X1,B,INPUT,0,0,0,0,0,30.145,10.4125,29.26,9.8,nan,9.44774937774171e-16,8.997019853101648e-16
966,input7/Z,iterm,input7,BUF_X1,Z,OUTPUT,0,1,0,0,0,31.625,13.315,31.16,12.6,nan,0.0,0.0
967,_660_/B,iterm,_660_,MUX2_X1,B,INPUT,0,0,0,0,0,23.685,16.0125,22.8,15.4,nan,9.44774937774171e-16,8.997019853101648e-16
968,input8/Z,iterm,input8,BUF_X1,Z,OUTPUT,0,1,0,0,0,31.815,16.115,31.35,15.4,nan,0.0,0.0
969,_531_/A2,iterm,_531_,NOR2_X1,A2,INPUT,0,0,0,0,0,28.2425,17.5875,28.12,16.8,nan,1.6513450466600012e-15,1.5638450609009743e-15
970,input9/Z,iterm,input9,BUF_X1,Z,OUTPUT,0,1,0,0,0,32.385,30.115,31.92,29.4,nan,0.0,0.0
971,_604_/A,iterm,_604_,INV_X1,A,INPUT,0,0,1,0,0,32.2225,23.1875,32.11,22.4,nan,1.700229965024007e-15,1.5493600563490969e-15
972,input10/Z,iterm,input10,BUF_X1,Z,OUTPUT,0,1,0,0,0,31.245,27.315,30.78,26.6,nan,0.0,0.0
973,_609_/A,iterm,_609_,INV_X1,A,INPUT,0,0,1,0,0,31.0825,30.0125,30.97,29.4,nan,1.700229965024007e-15,1.5493600563490969e-15
974,input11/Z,iterm,input11,BUF_X1,Z,OUTPUT,0,1,0,0,0,30.105,31.485,29.64,30.8,nan,0.0,0.0
975,_614_/A,iterm,_614_,INV_X1,A,INPUT,0,0,1,0,0,30.3225,31.5875,30.21,30.8,nan,1.700229965024007e-15,1.5493600563490969e-15
976,input12/Z,iterm,input12,BUF_X1,Z,OUTPUT,0,1,0,0,0,32.385,25.885,31.92,25.2,nan,0.0,0.0
977,_662_/B,iterm,_662_,MUX2_X1,B,INPUT,0,0,0,0,0,28.055,21.6125,27.17,21.0,nan,9.44774937774171e-16,8.997019853101648e-16
978,input13/Z,iterm,input13,BUF_X1,Z,OUTPUT,0,1,0,0,0,15.285,31.485,14.82,30.8,nan,0.0,0.0
979,_619_/A,iterm,_619_,INV_X1,A,INPUT,0,0,1,0,0,15.5025,28.7875,15.39,28.0,nan,1.700229965024007e-15,1.5493600563490969e-15
980,input14/Z,iterm,input14,BUF_X1,Z,OUTPUT,0,1,0,0,0,12.245,31.485,11.78,30.8,nan,0.0,0.0
981,_624_/A,iterm,_624_,INV_X1,A,INPUT,0,0,1,0,0,12.4625,31.5875,12.35,30.8,nan,1.700229965024007e-15,1.5493600563490969e-15
982,input15/Z,iterm,input15,BUF_X1,Z,OUTPUT,0,1,0,0,0,1.795,20.285,1.33,19.6,nan,0.0,0.0
983,_627_/B1,iterm,_627_,AOI21_X1,B1,INPUT,0,0,0,0,0,2.735,23.1875,2.28,22.4,nan,1.6470030498932572e-15,1.4468230123148196e-15
984,input16/Z,iterm,input16,BUF_X1,Z,OUTPUT,0,1,0,0,0,1.795,25.885,1.33,25.2,nan,0.0,0.0
985,_632_/B1,iterm,_632_,AOI21_X1,B1,INPUT,0,0,0,0,0,2.925,25.9875,2.47,25.2,nan,1.6470030498932572e-15,1.4468230123148196e-15
