run_id,design,flow_design,clock_scale,clock_period_ns,abc_area,place_density,routing_layer_adjustment,scenario_id,scenario_mode,scenario_pvt,scenario_rc,clock_uncertainty_ns,timing_derate_late,timing_derate_early,input_delay_scale,output_delay_scale,variant,sdc_file,status,last_error,last_update_utc
dynamic_node__clk6300ps__abc1__pd560__rlabase,dynamic_node,dynamic_node,1.05,6.3,1,0.56,,base,func,typical,typ,,,,,,dynamic_node__clk6300ps__abc1__pd560__rlabase,/home/smscott/GNN_STA/configs/sdc_generated/dynamic_node/constraint_clk6300ps.sdc,success,,2026-03-02T19:52:38+00:00
dynamic_node__clk6300ps__abc1__pd560__rla035,dynamic_node,dynamic_node,1.05,6.3,1,0.56,0.35,base,func,typical,typ,,,,,,dynamic_node__clk6300ps__abc1__pd560__rla035,/home/smscott/GNN_STA/configs/sdc_generated/dynamic_node/constraint_clk6300ps.sdc,success,,2026-03-02T19:52:39+00:00
dynamic_node__clk6600ps__abc0__pd440__rlabase,dynamic_node,dynamic_node,1.1,6.6,0,0.44,,base,func,typical,typ,,,,,,dynamic_node__clk6600ps__abc0__pd440__rlabase,/home/smscott/GNN_STA/configs/sdc_generated/dynamic_node/constraint_clk6600ps.sdc,success,,2026-03-02T19:52:41+00:00
dynamic_node__clk6600ps__abc0__pd440__rla035,dynamic_node,dynamic_node,1.1,6.6,0,0.44,0.35,base,func,typical,typ,,,,,,dynamic_node__clk6600ps__abc0__pd440__rla035,/home/smscott/GNN_STA/configs/sdc_generated/dynamic_node/constraint_clk6600ps.sdc,success,,2026-03-02T19:52:41+00:00
dynamic_node__clk6600ps__abc0__pd500__rlabase,dynamic_node,dynamic_node,1.1,6.6,0,0.5,,base,func,typical,typ,,,,,,dynamic_node__clk6600ps__abc0__pd500__rlabase,/home/smscott/GNN_STA/configs/sdc_generated/dynamic_node/constraint_clk6600ps.sdc,success,,2026-03-02T19:52:43+00:00
dynamic_node__clk6600ps__abc0__pd500__rla035,dynamic_node,dynamic_node,1.1,6.6,0,0.5,0.35,base,func,typical,typ,,,,,,dynamic_node__clk6600ps__abc0__pd500__rla035,/home/smscott/GNN_STA/configs/sdc_generated/dynamic_node/constraint_clk6600ps.sdc,success,,2026-03-02T19:52:44+00:00
dynamic_node__clk6600ps__abc0__pd560__rlabase,dynamic_node,dynamic_node,1.1,6.6,0,0.56,,base,func,typical,typ,,,,,,dynamic_node__clk6600ps__abc0__pd560__rlabase,/home/smscott/GNN_STA/configs/sdc_generated/dynamic_node/constraint_clk6600ps.sdc,success,,2026-03-02T19:52:45+00:00
dynamic_node__clk6600ps__abc0__pd560__rla035,dynamic_node,dynamic_node,1.1,6.6,0,0.56,0.35,base,func,typical,typ,,,,,,dynamic_node__clk6600ps__abc0__pd560__rla035,/home/smscott/GNN_STA/configs/sdc_generated/dynamic_node/constraint_clk6600ps.sdc,success,,2026-03-02T19:52:46+00:00
dynamic_node__clk6600ps__abc1__pd440__rlabase,dynamic_node,dynamic_node,1.1,6.6,1,0.44,,base,func,typical,typ,,,,,,dynamic_node__clk6600ps__abc1__pd440__rlabase,/home/smscott/GNN_STA/configs/sdc_generated/dynamic_node/constraint_clk6600ps.sdc,success,,2026-03-02T19:52:48+00:00
dynamic_node__clk6600ps__abc1__pd440__rla035,dynamic_node,dynamic_node,1.1,6.6,1,0.44,0.35,base,func,typical,typ,,,,,,dynamic_node__clk6600ps__abc1__pd440__rla035,/home/smscott/GNN_STA/configs/sdc_generated/dynamic_node/constraint_clk6600ps.sdc,success,,2026-03-02T19:52:48+00:00
dynamic_node__clk6600ps__abc1__pd500__rlabase,dynamic_node,dynamic_node,1.1,6.6,1,0.5,,base,func,typical,typ,,,,,,dynamic_node__clk6600ps__abc1__pd500__rlabase,/home/smscott/GNN_STA/configs/sdc_generated/dynamic_node/constraint_clk6600ps.sdc,success,,2026-03-02T19:52:49+00:00
dynamic_node__clk6600ps__abc1__pd500__rla035,dynamic_node,dynamic_node,1.1,6.6,1,0.5,0.35,base,func,typical,typ,,,,,,dynamic_node__clk6600ps__abc1__pd500__rla035,/home/smscott/GNN_STA/configs/sdc_generated/dynamic_node/constraint_clk6600ps.sdc,success,,2026-03-02T19:52:51+00:00
dynamic_node__clk6600ps__abc1__pd560__rlabase,dynamic_node,dynamic_node,1.1,6.6,1,0.56,,base,func,typical,typ,,,,,,dynamic_node__clk6600ps__abc1__pd560__rlabase,/home/smscott/GNN_STA/configs/sdc_generated/dynamic_node/constraint_clk6600ps.sdc,success,,2026-03-02T19:52:52+00:00
dynamic_node__clk6600ps__abc1__pd560__rla035,dynamic_node,dynamic_node,1.1,6.6,1,0.56,0.35,base,func,typical,typ,,,,,,dynamic_node__clk6600ps__abc1__pd560__rla035,/home/smscott/GNN_STA/configs/sdc_generated/dynamic_node/constraint_clk6600ps.sdc,success,,2026-03-02T19:52:53+00:00
gcd__clk414ps__abc0__pd440__rlabase,gcd,gcd,0.9,0.414,0,0.44,,base,func,typical,typ,,,,,,gcd__clk414ps__abc0__pd440__rlabase,/home/smscott/GNN_STA/configs/sdc_generated/gcd/constraint_clk414ps.sdc,success,,2026-03-02T19:52:49+00:00
gcd__clk414ps__abc0__pd440__rla035,gcd,gcd,0.9,0.414,0,0.44,0.35,base,func,typical,typ,,,,,,gcd__clk414ps__abc0__pd440__rla035,/home/smscott/GNN_STA/configs/sdc_generated/gcd/constraint_clk414ps.sdc,success,,2026-03-02T19:52:49+00:00
gcd__clk414ps__abc0__pd500__rlabase,gcd,gcd,0.9,0.414,0,0.5,,base,func,typical,typ,,,,,,gcd__clk414ps__abc0__pd500__rlabase,/home/smscott/GNN_STA/configs/sdc_generated/gcd/constraint_clk414ps.sdc,success,,2026-03-02T19:52:51+00:00
gcd__clk414ps__abc0__pd500__rla035,gcd,gcd,0.9,0.414,0,0.5,0.35,base,func,typical,typ,,,,,,gcd__clk414ps__abc0__pd500__rla035,/home/smscott/GNN_STA/configs/sdc_generated/gcd/constraint_clk414ps.sdc,success,,2026-03-02T19:52:51+00:00
gcd__clk414ps__abc0__pd560__rlabase,gcd,gcd,0.9,0.414,0,0.56,,base,func,typical,typ,,,,,,gcd__clk414ps__abc0__pd560__rlabase,/home/smscott/GNN_STA/configs/sdc_generated/gcd/constraint_clk414ps.sdc,success,,2026-03-02T19:52:51+00:00
gcd__clk414ps__abc0__pd560__rla035,gcd,gcd,0.9,0.414,0,0.56,0.35,base,func,typical,typ,,,,,,gcd__clk414ps__abc0__pd560__rla035,/home/smscott/GNN_STA/configs/sdc_generated/gcd/constraint_clk414ps.sdc,success,,2026-03-02T19:52:52+00:00
gcd__clk414ps__abc1__pd440__rlabase,gcd,gcd,0.9,0.414,1,0.44,,base,func,typical,typ,,,,,,gcd__clk414ps__abc1__pd440__rlabase,/home/smscott/GNN_STA/configs/sdc_generated/gcd/constraint_clk414ps.sdc,success,,2026-03-02T19:52:52+00:00
gcd__clk414ps__abc1__pd440__rla035,gcd,gcd,0.9,0.414,1,0.44,0.35,base,func,typical,typ,,,,,,gcd__clk414ps__abc1__pd440__rla035,/home/smscott/GNN_STA/configs/sdc_generated/gcd/constraint_clk414ps.sdc,success,,2026-03-02T19:52:52+00:00
gcd__clk414ps__abc1__pd500__rlabase,gcd,gcd,0.9,0.414,1,0.5,,base,func,typical,typ,,,,,,gcd__clk414ps__abc1__pd500__rlabase,/home/smscott/GNN_STA/configs/sdc_generated/gcd/constraint_clk414ps.sdc,success,,2026-03-02T19:52:53+00:00
gcd__clk414ps__abc1__pd500__rla035,gcd,gcd,0.9,0.414,1,0.5,0.35,base,func,typical,typ,,,,,,gcd__clk414ps__abc1__pd500__rla035,/home/smscott/GNN_STA/configs/sdc_generated/gcd/constraint_clk414ps.sdc,success,,2026-03-02T19:52:53+00:00
gcd__clk414ps__abc1__pd560__rlabase,gcd,gcd,0.9,0.414,1,0.56,,base,func,typical,typ,,,,,,gcd__clk414ps__abc1__pd560__rlabase,/home/smscott/GNN_STA/configs/sdc_generated/gcd/constraint_clk414ps.sdc,success,,2026-03-02T19:52:54+00:00
gcd__clk414ps__abc1__pd560__rla035,gcd,gcd,0.9,0.414,1,0.56,0.35,base,func,typical,typ,,,,,,gcd__clk414ps__abc1__pd560__rla035,/home/smscott/GNN_STA/configs/sdc_generated/gcd/constraint_clk414ps.sdc,success,,2026-03-02T19:52:54+00:00
gcd__clk437ps__abc0__pd440__rlabase,gcd,gcd,0.95,0.437,0,0.44,,base,func,typical,typ,,,,,,gcd__clk437ps__abc0__pd440__rlabase,/home/smscott/GNN_STA/configs/sdc_generated/gcd/constraint_clk437ps.sdc,success,,2026-03-02T19:53:46+00:00
gcd__clk437ps__abc0__pd440__rla035,gcd,gcd,0.95,0.437,0,0.44,0.35,base,func,typical,typ,,,,,,gcd__clk437ps__abc0__pd440__rla035,/home/smscott/GNN_STA/configs/sdc_generated/gcd/constraint_clk437ps.sdc,success,,2026-03-02T19:53:46+00:00
gcd__clk437ps__abc0__pd500__rlabase,gcd,gcd,0.95,0.437,0,0.5,,base,func,typical,typ,,,,,,gcd__clk437ps__abc0__pd500__rlabase,/home/smscott/GNN_STA/configs/sdc_generated/gcd/constraint_clk437ps.sdc,success,,2026-03-02T19:53:46+00:00
gcd__clk437ps__abc0__pd500__rla035,gcd,gcd,0.95,0.437,0,0.5,0.35,base,func,typical,typ,,,,,,gcd__clk437ps__abc0__pd500__rla035,/home/smscott/GNN_STA/configs/sdc_generated/gcd/constraint_clk437ps.sdc,success,,2026-03-02T19:53:47+00:00
gcd__clk437ps__abc0__pd560__rlabase,gcd,gcd,0.95,0.437,0,0.56,,base,func,typical,typ,,,,,,gcd__clk437ps__abc0__pd560__rlabase,/home/smscott/GNN_STA/configs/sdc_generated/gcd/constraint_clk437ps.sdc,success,,2026-03-02T19:53:47+00:00
gcd__clk437ps__abc0__pd560__rla035,gcd,gcd,0.95,0.437,0,0.56,0.35,base,func,typical,typ,,,,,,gcd__clk437ps__abc0__pd560__rla035,/home/smscott/GNN_STA/configs/sdc_generated/gcd/constraint_clk437ps.sdc,success,,2026-03-02T19:53:47+00:00
gcd__clk437ps__abc1__pd440__rlabase,gcd,gcd,0.95,0.437,1,0.44,,base,func,typical,typ,,,,,,gcd__clk437ps__abc1__pd440__rlabase,/home/smscott/GNN_STA/configs/sdc_generated/gcd/constraint_clk437ps.sdc,success,,2026-03-02T19:54:37+00:00
gcd__clk437ps__abc1__pd440__rla035,gcd,gcd,0.95,0.437,1,0.44,0.35,base,func,typical,typ,,,,,,gcd__clk437ps__abc1__pd440__rla035,/home/smscott/GNN_STA/configs/sdc_generated/gcd/constraint_clk437ps.sdc,success,,2026-03-02T19:54:38+00:00
gcd__clk437ps__abc1__pd500__rlabase,gcd,gcd,0.95,0.437,1,0.5,,base,func,typical,typ,,,,,,gcd__clk437ps__abc1__pd500__rlabase,/home/smscott/GNN_STA/configs/sdc_generated/gcd/constraint_clk437ps.sdc,success,,2026-03-02T19:54:37+00:00
gcd__clk437ps__abc1__pd500__rla035,gcd,gcd,0.95,0.437,1,0.5,0.35,base,func,typical,typ,,,,,,gcd__clk437ps__abc1__pd500__rla035,/home/smscott/GNN_STA/configs/sdc_generated/gcd/constraint_clk437ps.sdc,success,,2026-03-02T19:54:38+00:00
gcd__clk437ps__abc1__pd560__rlabase,gcd,gcd,0.95,0.437,1,0.56,,base,func,typical,typ,,,,,,gcd__clk437ps__abc1__pd560__rlabase,/home/smscott/GNN_STA/configs/sdc_generated/gcd/constraint_clk437ps.sdc,success,,2026-03-02T19:54:39+00:00
gcd__clk437ps__abc1__pd560__rla035,gcd,gcd,0.95,0.437,1,0.56,0.35,base,func,typical,typ,,,,,,gcd__clk437ps__abc1__pd560__rla035,/home/smscott/GNN_STA/configs/sdc_generated/gcd/constraint_clk437ps.sdc,success,,2026-03-02T19:54:39+00:00
gcd__clk460ps__abc0__pd440__rlabase,gcd,gcd,1.0,0.46,0,0.44,,base,func,typical,typ,,,,,,gcd__clk460ps__abc0__pd440__rlabase,/home/smscott/GNN_STA/configs/sdc_generated/gcd/constraint_clk460ps.sdc,success,,2026-03-02T19:54:39+00:00
gcd__clk460ps__abc0__pd440__rla035,gcd,gcd,1.0,0.46,0,0.44,0.35,base,func,typical,typ,,,,,,gcd__clk460ps__abc0__pd440__rla035,/home/smscott/GNN_STA/configs/sdc_generated/gcd/constraint_clk460ps.sdc,success,,2026-03-02T19:54:39+00:00
gcd__clk460ps__abc0__pd500__rlabase,gcd,gcd,1.0,0.46,0,0.5,,base,func,typical,typ,,,,,,gcd__clk460ps__abc0__pd500__rlabase,/home/smscott/GNN_STA/configs/sdc_generated/gcd/constraint_clk460ps.sdc,success,,2026-03-02T19:54:39+00:00
gcd__clk460ps__abc0__pd500__rla035,gcd,gcd,1.0,0.46,0,0.5,0.35,base,func,typical,typ,,,,,,gcd__clk460ps__abc0__pd500__rla035,/home/smscott/GNN_STA/configs/sdc_generated/gcd/constraint_clk460ps.sdc,success,,2026-03-02T19:54:39+00:00
gcd__clk460ps__abc0__pd560__rlabase,gcd,gcd,1.0,0.46,0,0.56,,base,func,typical,typ,,,,,,gcd__clk460ps__abc0__pd560__rlabase,/home/smscott/GNN_STA/configs/sdc_generated/gcd/constraint_clk460ps.sdc,success,,2026-03-02T19:54:40+00:00
gcd__clk460ps__abc0__pd560__rla035,gcd,gcd,1.0,0.46,0,0.56,0.35,base,func,typical,typ,,,,,,gcd__clk460ps__abc0__pd560__rla035,/home/smscott/GNN_STA/configs/sdc_generated/gcd/constraint_clk460ps.sdc,success,,2026-03-02T19:54:40+00:00
gcd__clk460ps__abc1__pd440__rlabase,gcd,gcd,1.0,0.46,1,0.44,,base,func,typical,typ,,,,,,gcd__clk460ps__abc1__pd440__rlabase,/home/smscott/GNN_STA/configs/sdc_generated/gcd/constraint_clk460ps.sdc,success,,2026-03-02T19:54:40+00:00
gcd__clk460ps__abc1__pd440__rla035,gcd,gcd,1.0,0.46,1,0.44,0.35,base,func,typical,typ,,,,,,gcd__clk460ps__abc1__pd440__rla035,/home/smscott/GNN_STA/configs/sdc_generated/gcd/constraint_clk460ps.sdc,success,,2026-03-02T19:54:40+00:00
gcd__clk460ps__abc1__pd500__rlabase,gcd,gcd,1.0,0.46,1,0.5,,base,func,typical,typ,,,,,,gcd__clk460ps__abc1__pd500__rlabase,/home/smscott/GNN_STA/configs/sdc_generated/gcd/constraint_clk460ps.sdc,success,,2026-03-02T04:49:51Z
gcd__clk460ps__abc1__pd500__rla035,gcd,gcd,1.0,0.46,1,0.5,0.35,base,func,typical,typ,,,,,,gcd__clk460ps__abc1__pd500__rla035,/home/smscott/GNN_STA/configs/sdc_generated/gcd/constraint_clk460ps.sdc,success,,2026-03-02T19:54:41+00:00
gcd__clk460ps__abc1__pd560__rlabase,gcd,gcd,1.0,0.46,1,0.56,,base,func,typical,typ,,,,,,gcd__clk460ps__abc1__pd560__rlabase,/home/smscott/GNN_STA/configs/sdc_generated/gcd/constraint_clk460ps.sdc,success,,2026-03-02T19:54:41+00:00
gcd__clk460ps__abc1__pd560__rla035,gcd,gcd,1.0,0.46,1,0.56,0.35,base,func,typical,typ,,,,,,gcd__clk460ps__abc1__pd560__rla035,/home/smscott/GNN_STA/configs/sdc_generated/gcd/constraint_clk460ps.sdc,success,,2026-03-02T19:54:41+00:00
gcd__clk483ps__abc0__pd440__rlabase,gcd,gcd,1.05,0.483,0,0.44,,base,func,typical,typ,,,,,,gcd__clk483ps__abc0__pd440__rlabase,/home/smscott/GNN_STA/configs/sdc_generated/gcd/constraint_clk483ps.sdc,success,,2026-03-02T19:55:35+00:00
gcd__clk483ps__abc0__pd440__rla035,gcd,gcd,1.05,0.483,0,0.44,0.35,base,func,typical,typ,,,,,,gcd__clk483ps__abc0__pd440__rla035,/home/smscott/GNN_STA/configs/sdc_generated/gcd/constraint_clk483ps.sdc,success,,2026-03-02T19:55:35+00:00
gcd__clk483ps__abc0__pd500__rlabase,gcd,gcd,1.05,0.483,0,0.5,,base,func,typical,typ,,,,,,gcd__clk483ps__abc0__pd500__rlabase,/home/smscott/GNN_STA/configs/sdc_generated/gcd/constraint_clk483ps.sdc,success,,2026-03-02T19:55:35+00:00
gcd__clk483ps__abc0__pd500__rla035,gcd,gcd,1.05,0.483,0,0.5,0.35,base,func,typical,typ,,,,,,gcd__clk483ps__abc0__pd500__rla035,/home/smscott/GNN_STA/configs/sdc_generated/gcd/constraint_clk483ps.sdc,success,,2026-03-02T19:55:35+00:00
gcd__clk483ps__abc0__pd560__rlabase,gcd,gcd,1.05,0.483,0,0.56,,base,func,typical,typ,,,,,,gcd__clk483ps__abc0__pd560__rlabase,/home/smscott/GNN_STA/configs/sdc_generated/gcd/constraint_clk483ps.sdc,success,,2026-03-02T19:55:35+00:00
gcd__clk483ps__abc0__pd560__rla035,gcd,gcd,1.05,0.483,0,0.56,0.35,base,func,typical,typ,,,,,,gcd__clk483ps__abc0__pd560__rla035,/home/smscott/GNN_STA/configs/sdc_generated/gcd/constraint_clk483ps.sdc,success,,2026-03-02T19:55:36+00:00
gcd__clk483ps__abc1__pd440__rlabase,gcd,gcd,1.05,0.483,1,0.44,,base,func,typical,typ,,,,,,gcd__clk483ps__abc1__pd440__rlabase,/home/smscott/GNN_STA/configs/sdc_generated/gcd/constraint_clk483ps.sdc,success,,2026-03-02T19:56:19+00:00
gcd__clk483ps__abc1__pd440__rla035,gcd,gcd,1.05,0.483,1,0.44,0.35,base,func,typical,typ,,,,,,gcd__clk483ps__abc1__pd440__rla035,/home/smscott/GNN_STA/configs/sdc_generated/gcd/constraint_clk483ps.sdc,success,,2026-03-02T19:56:19+00:00
gcd__clk483ps__abc1__pd500__rlabase,gcd,gcd,1.05,0.483,1,0.5,,base,func,typical,typ,,,,,,gcd__clk483ps__abc1__pd500__rlabase,/home/smscott/GNN_STA/configs/sdc_generated/gcd/constraint_clk483ps.sdc,success,,2026-03-02T19:56:19+00:00
gcd__clk483ps__abc1__pd500__rla035,gcd,gcd,1.05,0.483,1,0.5,0.35,base,func,typical,typ,,,,,,gcd__clk483ps__abc1__pd500__rla035,/home/smscott/GNN_STA/configs/sdc_generated/gcd/constraint_clk483ps.sdc,success,,2026-03-02T19:56:19+00:00
gcd__clk483ps__abc1__pd560__rlabase,gcd,gcd,1.05,0.483,1,0.56,,base,func,typical,typ,,,,,,gcd__clk483ps__abc1__pd560__rlabase,/home/smscott/GNN_STA/configs/sdc_generated/gcd/constraint_clk483ps.sdc,success,,2026-03-02T19:56:19+00:00
gcd__clk483ps__abc1__pd560__rla035,gcd,gcd,1.05,0.483,1,0.56,0.35,base,func,typical,typ,,,,,,gcd__clk483ps__abc1__pd560__rla035,/home/smscott/GNN_STA/configs/sdc_generated/gcd/constraint_clk483ps.sdc,success,,2026-03-02T19:56:20+00:00
gcd__clk506ps__abc0__pd440__rlabase,gcd,gcd,1.1,0.506,0,0.44,,base,func,typical,typ,,,,,,gcd__clk506ps__abc0__pd440__rlabase,/home/smscott/GNN_STA/configs/sdc_generated/gcd/constraint_clk506ps.sdc,success,,2026-03-02T19:56:20+00:00
gcd__clk506ps__abc0__pd440__rla035,gcd,gcd,1.1,0.506,0,0.44,0.35,base,func,typical,typ,,,,,,gcd__clk506ps__abc0__pd440__rla035,/home/smscott/GNN_STA/configs/sdc_generated/gcd/constraint_clk506ps.sdc,success,,2026-03-02T19:56:20+00:00
gcd__clk506ps__abc0__pd500__rlabase,gcd,gcd,1.1,0.506,0,0.5,,base,func,typical,typ,,,,,,gcd__clk506ps__abc0__pd500__rlabase,/home/smscott/GNN_STA/configs/sdc_generated/gcd/constraint_clk506ps.sdc,success,,2026-03-02T19:56:21+00:00
gcd__clk506ps__abc0__pd500__rla035,gcd,gcd,1.1,0.506,0,0.5,0.35,base,func,typical,typ,,,,,,gcd__clk506ps__abc0__pd500__rla035,/home/smscott/GNN_STA/configs/sdc_generated/gcd/constraint_clk506ps.sdc,success,,2026-03-02T19:56:21+00:00
gcd__clk506ps__abc0__pd560__rlabase,gcd,gcd,1.1,0.506,0,0.56,,base,func,typical,typ,,,,,,gcd__clk506ps__abc0__pd560__rlabase,/home/smscott/GNN_STA/configs/sdc_generated/gcd/constraint_clk506ps.sdc,success,,2026-03-02T19:56:21+00:00
gcd__clk506ps__abc0__pd560__rla035,gcd,gcd,1.1,0.506,0,0.56,0.35,base,func,typical,typ,,,,,,gcd__clk506ps__abc0__pd560__rla035,/home/smscott/GNN_STA/configs/sdc_generated/gcd/constraint_clk506ps.sdc,success,,2026-03-02T19:56:21+00:00
gcd__clk506ps__abc1__pd440__rlabase,gcd,gcd,1.1,0.506,1,0.44,,base,func,typical,typ,,,,,,gcd__clk506ps__abc1__pd440__rlabase,/home/smscott/GNN_STA/configs/sdc_generated/gcd/constraint_clk506ps.sdc,success,,2026-03-02T19:56:22+00:00
gcd__clk506ps__abc1__pd440__rla035,gcd,gcd,1.1,0.506,1,0.44,0.35,base,func,typical,typ,,,,,,gcd__clk506ps__abc1__pd440__rla035,/home/smscott/GNN_STA/configs/sdc_generated/gcd/constraint_clk506ps.sdc,success,,2026-03-02T19:56:22+00:00
gcd__clk506ps__abc1__pd500__rlabase,gcd,gcd,1.1,0.506,1,0.5,,base,func,typical,typ,,,,,,gcd__clk506ps__abc1__pd500__rlabase,/home/smscott/GNN_STA/configs/sdc_generated/gcd/constraint_clk506ps.sdc,success,,2026-03-02T19:56:22+00:00
gcd__clk506ps__abc1__pd500__rla035,gcd,gcd,1.1,0.506,1,0.5,0.35,base,func,typical,typ,,,,,,gcd__clk506ps__abc1__pd500__rla035,/home/smscott/GNN_STA/configs/sdc_generated/gcd/constraint_clk506ps.sdc,success,,2026-03-02T19:56:22+00:00
gcd__clk506ps__abc1__pd560__rlabase,gcd,gcd,1.1,0.506,1,0.56,,base,func,typical,typ,,,,,,gcd__clk506ps__abc1__pd560__rlabase,/home/smscott/GNN_STA/configs/sdc_generated/gcd/constraint_clk506ps.sdc,success,,2026-03-02T19:56:22+00:00
gcd__clk506ps__abc1__pd560__rla035,gcd,gcd,1.1,0.506,1,0.56,0.35,base,func,typical,typ,,,,,,gcd__clk506ps__abc1__pd560__rla035,/home/smscott/GNN_STA/configs/sdc_generated/gcd/constraint_clk506ps.sdc,success,,2026-03-02T19:56:23+00:00
