run_id,design,flow_design,clock_scale,clock_period_ns,abc_area,place_density,routing_layer_adjustment,scenario_id,scenario_mode,scenario_pvt,scenario_rc,clock_uncertainty_ns,timing_derate_late,timing_derate_early,input_delay_scale,output_delay_scale,variant,sdc_file,status,last_error,last_update_utc
bp_fe_top__clk1890ps__abc1__pd500__rla035,bp_fe_top,bp_fe,1.05,1.89,1,0.5,0.35,base,func,typical,typ,,,,,,bp_fe_top__clk1890ps__abc1__pd500__rla035,/home/smscott/GNN_STA/configs/sdc_generated/bp_fe_top/constraint_clk1890ps.sdc,success,,2026-03-03T00:57:59+00:00
bp_fe_top__clk1890ps__abc1__pd560__rlabase,bp_fe_top,bp_fe,1.05,1.89,1,0.56,,base,func,typical,typ,,,,,,bp_fe_top__clk1890ps__abc1__pd560__rlabase,/home/smscott/GNN_STA/configs/sdc_generated/bp_fe_top/constraint_clk1890ps.sdc,success,,2026-03-03T00:57:59+00:00
bp_fe_top__clk1890ps__abc1__pd560__rla035,bp_fe_top,bp_fe,1.05,1.89,1,0.56,0.35,base,func,typical,typ,,,,,,bp_fe_top__clk1890ps__abc1__pd560__rla035,/home/smscott/GNN_STA/configs/sdc_generated/bp_fe_top/constraint_clk1890ps.sdc,success,,2026-03-03T00:57:59+00:00
bp_fe_top__clk1980ps__abc0__pd440__rlabase,bp_fe_top,bp_fe,1.1,1.98,0,0.44,,base,func,typical,typ,,,,,,bp_fe_top__clk1980ps__abc0__pd440__rlabase,/home/smscott/GNN_STA/configs/sdc_generated/bp_fe_top/constraint_clk1980ps.sdc,success,,2026-03-03T00:57:59+00:00
bp_fe_top__clk1980ps__abc0__pd440__rla035,bp_fe_top,bp_fe,1.1,1.98,0,0.44,0.35,base,func,typical,typ,,,,,,bp_fe_top__clk1980ps__abc0__pd440__rla035,/home/smscott/GNN_STA/configs/sdc_generated/bp_fe_top/constraint_clk1980ps.sdc,success,,2026-03-03T00:57:59+00:00
bp_fe_top__clk1980ps__abc0__pd500__rlabase,bp_fe_top,bp_fe,1.1,1.98,0,0.5,,base,func,typical,typ,,,,,,bp_fe_top__clk1980ps__abc0__pd500__rlabase,/home/smscott/GNN_STA/configs/sdc_generated/bp_fe_top/constraint_clk1980ps.sdc,success,,2026-03-03T00:57:59+00:00
bp_fe_top__clk1980ps__abc0__pd500__rla035,bp_fe_top,bp_fe,1.1,1.98,0,0.5,0.35,base,func,typical,typ,,,,,,bp_fe_top__clk1980ps__abc0__pd500__rla035,/home/smscott/GNN_STA/configs/sdc_generated/bp_fe_top/constraint_clk1980ps.sdc,success,,2026-03-03T00:57:59+00:00
bp_fe_top__clk1980ps__abc0__pd560__rlabase,bp_fe_top,bp_fe,1.1,1.98,0,0.56,,base,func,typical,typ,,,,,,bp_fe_top__clk1980ps__abc0__pd560__rlabase,/home/smscott/GNN_STA/configs/sdc_generated/bp_fe_top/constraint_clk1980ps.sdc,success,,2026-03-03T00:57:59+00:00
bp_fe_top__clk1980ps__abc0__pd560__rla035,bp_fe_top,bp_fe,1.1,1.98,0,0.56,0.35,base,func,typical,typ,,,,,,bp_fe_top__clk1980ps__abc0__pd560__rla035,/home/smscott/GNN_STA/configs/sdc_generated/bp_fe_top/constraint_clk1980ps.sdc,success,,2026-03-03T00:57:59+00:00
bp_fe_top__clk1980ps__abc1__pd440__rlabase,bp_fe_top,bp_fe,1.1,1.98,1,0.44,,base,func,typical,typ,,,,,,bp_fe_top__clk1980ps__abc1__pd440__rlabase,/home/smscott/GNN_STA/configs/sdc_generated/bp_fe_top/constraint_clk1980ps.sdc,success,,2026-03-03T00:57:59+00:00
bp_fe_top__clk1980ps__abc1__pd440__rla035,bp_fe_top,bp_fe,1.1,1.98,1,0.44,0.35,base,func,typical,typ,,,,,,bp_fe_top__clk1980ps__abc1__pd440__rla035,/home/smscott/GNN_STA/configs/sdc_generated/bp_fe_top/constraint_clk1980ps.sdc,success,,2026-03-03T00:57:59+00:00
bp_fe_top__clk1980ps__abc1__pd500__rlabase,bp_fe_top,bp_fe,1.1,1.98,1,0.5,,base,func,typical,typ,,,,,,bp_fe_top__clk1980ps__abc1__pd500__rlabase,/home/smscott/GNN_STA/configs/sdc_generated/bp_fe_top/constraint_clk1980ps.sdc,success,,2026-03-03T00:57:59+00:00
bp_fe_top__clk1980ps__abc1__pd500__rla035,bp_fe_top,bp_fe,1.1,1.98,1,0.5,0.35,base,func,typical,typ,,,,,,bp_fe_top__clk1980ps__abc1__pd500__rla035,/home/smscott/GNN_STA/configs/sdc_generated/bp_fe_top/constraint_clk1980ps.sdc,success,,2026-03-03T00:57:59+00:00
bp_fe_top__clk1980ps__abc1__pd560__rlabase,bp_fe_top,bp_fe,1.1,1.98,1,0.56,,base,func,typical,typ,,,,,,bp_fe_top__clk1980ps__abc1__pd560__rlabase,/home/smscott/GNN_STA/configs/sdc_generated/bp_fe_top/constraint_clk1980ps.sdc,success,,2026-03-03T00:57:59+00:00
bp_fe_top__clk1980ps__abc1__pd560__rla035,bp_fe_top,bp_fe,1.1,1.98,1,0.56,0.35,base,func,typical,typ,,,,,,bp_fe_top__clk1980ps__abc1__pd560__rla035,/home/smscott/GNN_STA/configs/sdc_generated/bp_fe_top/constraint_clk1980ps.sdc,success,,2026-03-03T00:57:59+00:00
ibex__clk1980ps__abc0__pd440__rlabase,ibex,ibex,0.9,1.98,0,0.44,,base,func,typical,typ,,,,,,ibex__clk1980ps__abc0__pd440__rlabase,/home/smscott/GNN_STA/configs/sdc_generated/ibex/constraint_clk1980ps.sdc,success,,2026-03-02T17:25:23+00:00
ibex__clk1980ps__abc0__pd440__rla035,ibex,ibex,0.9,1.98,0,0.44,0.35,base,func,typical,typ,,,,,,ibex__clk1980ps__abc0__pd440__rla035,/home/smscott/GNN_STA/configs/sdc_generated/ibex/constraint_clk1980ps.sdc,success,,2026-03-02T17:25:34+00:00
ibex__clk1980ps__abc0__pd500__rlabase,ibex,ibex,0.9,1.98,0,0.5,,base,func,typical,typ,,,,,,ibex__clk1980ps__abc0__pd500__rlabase,/home/smscott/GNN_STA/configs/sdc_generated/ibex/constraint_clk1980ps.sdc,success,,2026-03-02T17:25:46+00:00
ibex__clk1980ps__abc0__pd500__rla035,ibex,ibex,0.9,1.98,0,0.5,0.35,base,func,typical,typ,,,,,,ibex__clk1980ps__abc0__pd500__rla035,/home/smscott/GNN_STA/configs/sdc_generated/ibex/constraint_clk1980ps.sdc,success,,2026-03-02T17:25:58+00:00
ibex__clk1980ps__abc0__pd560__rlabase,ibex,ibex,0.9,1.98,0,0.56,,base,func,typical,typ,,,,,,ibex__clk1980ps__abc0__pd560__rlabase,/home/smscott/GNN_STA/configs/sdc_generated/ibex/constraint_clk1980ps.sdc,success,,2026-03-02T17:26:10+00:00
ibex__clk1980ps__abc0__pd560__rla035,ibex,ibex,0.9,1.98,0,0.56,0.35,base,func,typical,typ,,,,,,ibex__clk1980ps__abc0__pd560__rla035,/home/smscott/GNN_STA/configs/sdc_generated/ibex/constraint_clk1980ps.sdc,success,,2026-03-02T17:26:23+00:00
ibex__clk1980ps__abc1__pd440__rlabase,ibex,ibex,0.9,1.98,1,0.44,,base,func,typical,typ,,,,,,ibex__clk1980ps__abc1__pd440__rlabase,/home/smscott/GNN_STA/configs/sdc_generated/ibex/constraint_clk1980ps.sdc,success,,2026-03-02T17:26:37+00:00
ibex__clk1980ps__abc1__pd440__rla035,ibex,ibex,0.9,1.98,1,0.44,0.35,base,func,typical,typ,,,,,,ibex__clk1980ps__abc1__pd440__rla035,/home/smscott/GNN_STA/configs/sdc_generated/ibex/constraint_clk1980ps.sdc,success,,2026-03-02T17:26:50+00:00
ibex__clk1980ps__abc1__pd500__rlabase,ibex,ibex,0.9,1.98,1,0.5,,base,func,typical,typ,,,,,,ibex__clk1980ps__abc1__pd500__rlabase,/home/smscott/GNN_STA/configs/sdc_generated/ibex/constraint_clk1980ps.sdc,success,,2026-03-02T17:27:06+00:00
ibex__clk1980ps__abc1__pd500__rla035,ibex,ibex,0.9,1.98,1,0.5,0.35,base,func,typical,typ,,,,,,ibex__clk1980ps__abc1__pd500__rla035,/home/smscott/GNN_STA/configs/sdc_generated/ibex/constraint_clk1980ps.sdc,success,,2026-03-02T17:27:21+00:00
ibex__clk1980ps__abc1__pd560__rlabase,ibex,ibex,0.9,1.98,1,0.56,,base,func,typical,typ,,,,,,ibex__clk1980ps__abc1__pd560__rlabase,/home/smscott/GNN_STA/configs/sdc_generated/ibex/constraint_clk1980ps.sdc,success,,2026-03-02T17:27:36+00:00
ibex__clk1980ps__abc1__pd560__rla035,ibex,ibex,0.9,1.98,1,0.56,0.35,base,func,typical,typ,,,,,,ibex__clk1980ps__abc1__pd560__rla035,/home/smscott/GNN_STA/configs/sdc_generated/ibex/constraint_clk1980ps.sdc,success,,2026-03-02T17:27:52+00:00
ibex__clk2090ps__abc0__pd440__rlabase,ibex,ibex,0.95,2.09,0,0.44,,base,func,typical,typ,,,,,,ibex__clk2090ps__abc0__pd440__rlabase,/home/smscott/GNN_STA/configs/sdc_generated/ibex/constraint_clk2090ps.sdc,success,,2026-03-02T17:45:44+00:00
ibex__clk2090ps__abc0__pd440__rla035,ibex,ibex,0.95,2.09,0,0.44,0.35,base,func,typical,typ,,,,,,ibex__clk2090ps__abc0__pd440__rla035,/home/smscott/GNN_STA/configs/sdc_generated/ibex/constraint_clk2090ps.sdc,success,,2026-03-02T18:00:36+00:00
ibex__clk2090ps__abc0__pd500__rlabase,ibex,ibex,0.95,2.09,0,0.5,,base,func,typical,typ,,,,,,ibex__clk2090ps__abc0__pd500__rlabase,/home/smscott/GNN_STA/configs/sdc_generated/ibex/constraint_clk2090ps.sdc,success,,2026-03-02T18:01:46+00:00
ibex__clk2090ps__abc0__pd500__rla035,ibex,ibex,0.95,2.09,0,0.5,0.35,base,func,typical,typ,,,,,,ibex__clk2090ps__abc0__pd500__rla035,/home/smscott/GNN_STA/configs/sdc_generated/ibex/constraint_clk2090ps.sdc,success,,2026-03-02T18:02:12+00:00
ibex__clk2090ps__abc0__pd560__rlabase,ibex,ibex,0.95,2.09,0,0.56,,base,func,typical,typ,,,,,,ibex__clk2090ps__abc0__pd560__rlabase,/home/smscott/GNN_STA/configs/sdc_generated/ibex/constraint_clk2090ps.sdc,success,,2026-03-02T18:02:22+00:00
ibex__clk2090ps__abc0__pd560__rla035,ibex,ibex,0.95,2.09,0,0.56,0.35,base,func,typical,typ,,,,,,ibex__clk2090ps__abc0__pd560__rla035,/home/smscott/GNN_STA/configs/sdc_generated/ibex/constraint_clk2090ps.sdc,success,,2026-03-02T18:02:58+00:00
ibex__clk2090ps__abc1__pd440__rlabase,ibex,ibex,0.95,2.09,1,0.44,,base,func,typical,typ,,,,,,ibex__clk2090ps__abc1__pd440__rlabase,/home/smscott/GNN_STA/configs/sdc_generated/ibex/constraint_clk2090ps.sdc,success,,2026-03-02T17:58:03+00:00
ibex__clk2090ps__abc1__pd440__rla035,ibex,ibex,0.95,2.09,1,0.44,0.35,base,func,typical,typ,,,,,,ibex__clk2090ps__abc1__pd440__rla035,/home/smscott/GNN_STA/configs/sdc_generated/ibex/constraint_clk2090ps.sdc,success,,2026-03-02T18:10:12+00:00
ibex__clk2090ps__abc1__pd500__rlabase,ibex,ibex,0.95,2.09,1,0.5,,base,func,typical,typ,,,,,,ibex__clk2090ps__abc1__pd500__rlabase,/home/smscott/GNN_STA/configs/sdc_generated/ibex/constraint_clk2090ps.sdc,success,,2026-03-02T18:12:41+00:00
ibex__clk2090ps__abc1__pd500__rla035,ibex,ibex,0.95,2.09,1,0.5,0.35,base,func,typical,typ,,,,,,ibex__clk2090ps__abc1__pd500__rla035,/home/smscott/GNN_STA/configs/sdc_generated/ibex/constraint_clk2090ps.sdc,success,,2026-03-02T18:13:46+00:00
ibex__clk2090ps__abc1__pd560__rlabase,ibex,ibex,0.95,2.09,1,0.56,,base,func,typical,typ,,,,,,ibex__clk2090ps__abc1__pd560__rlabase,/home/smscott/GNN_STA/configs/sdc_generated/ibex/constraint_clk2090ps.sdc,success,,2026-03-02T18:14:19+00:00
ibex__clk2090ps__abc1__pd560__rla035,ibex,ibex,0.95,2.09,1,0.56,0.35,base,func,typical,typ,,,,,,ibex__clk2090ps__abc1__pd560__rla035,/home/smscott/GNN_STA/configs/sdc_generated/ibex/constraint_clk2090ps.sdc,success,,2026-03-02T18:14:31+00:00
ibex__clk2200ps__abc0__pd440__rlabase,ibex,ibex,1.0,2.2,0,0.44,,base,func,typical,typ,,,,,,ibex__clk2200ps__abc0__pd440__rlabase,/home/smscott/GNN_STA/configs/sdc_generated/ibex/constraint_clk2200ps.sdc,success,,2026-03-02T18:03:11+00:00
ibex__clk2200ps__abc0__pd440__rla035,ibex,ibex,1.0,2.2,0,0.44,0.35,base,func,typical,typ,,,,,,ibex__clk2200ps__abc0__pd440__rla035,/home/smscott/GNN_STA/configs/sdc_generated/ibex/constraint_clk2200ps.sdc,success,,2026-03-02T18:03:24+00:00
ibex__clk2200ps__abc0__pd500__rlabase,ibex,ibex,1.0,2.2,0,0.5,,base,func,typical,typ,,,,,,ibex__clk2200ps__abc0__pd500__rlabase,/home/smscott/GNN_STA/configs/sdc_generated/ibex/constraint_clk2200ps.sdc,success,,2026-03-02T04:49:51Z
ibex__clk2200ps__abc0__pd500__rla035,ibex,ibex,1.0,2.2,0,0.5,0.35,base,func,typical,typ,,,,,,ibex__clk2200ps__abc0__pd500__rla035,/home/smscott/GNN_STA/configs/sdc_generated/ibex/constraint_clk2200ps.sdc,success,,2026-03-02T18:03:38+00:00
ibex__clk2200ps__abc0__pd560__rlabase,ibex,ibex,1.0,2.2,0,0.56,,base,func,typical,typ,,,,,,ibex__clk2200ps__abc0__pd560__rlabase,/home/smscott/GNN_STA/configs/sdc_generated/ibex/constraint_clk2200ps.sdc,success,,2026-03-02T18:03:50+00:00
ibex__clk2200ps__abc0__pd560__rla035,ibex,ibex,1.0,2.2,0,0.56,0.35,base,func,typical,typ,,,,,,ibex__clk2200ps__abc0__pd560__rla035,/home/smscott/GNN_STA/configs/sdc_generated/ibex/constraint_clk2200ps.sdc,success,,2026-03-02T18:04:03+00:00
ibex__clk2200ps__abc1__pd440__rlabase,ibex,ibex,1.0,2.2,1,0.44,,base,func,typical,typ,,,,,,ibex__clk2200ps__abc1__pd440__rlabase,/home/smscott/GNN_STA/configs/sdc_generated/ibex/constraint_clk2200ps.sdc,success,,2026-03-02T18:04:17+00:00
ibex__clk2200ps__abc1__pd440__rla035,ibex,ibex,1.0,2.2,1,0.44,0.35,base,func,typical,typ,,,,,,ibex__clk2200ps__abc1__pd440__rla035,/home/smscott/GNN_STA/configs/sdc_generated/ibex/constraint_clk2200ps.sdc,success,,2026-03-02T18:04:34+00:00
ibex__clk2200ps__abc1__pd500__rlabase,ibex,ibex,1.0,2.2,1,0.5,,base,func,typical,typ,,,,,,ibex__clk2200ps__abc1__pd500__rlabase,/home/smscott/GNN_STA/configs/sdc_generated/ibex/constraint_clk2200ps.sdc,success,,2026-03-02T18:04:50+00:00
ibex__clk2200ps__abc1__pd500__rla035,ibex,ibex,1.0,2.2,1,0.5,0.35,base,func,typical,typ,,,,,,ibex__clk2200ps__abc1__pd500__rla035,/home/smscott/GNN_STA/configs/sdc_generated/ibex/constraint_clk2200ps.sdc,success,,2026-03-02T18:05:08+00:00
ibex__clk2200ps__abc1__pd560__rlabase,ibex,ibex,1.0,2.2,1,0.56,,base,func,typical,typ,,,,,,ibex__clk2200ps__abc1__pd560__rlabase,/home/smscott/GNN_STA/configs/sdc_generated/ibex/constraint_clk2200ps.sdc,success,,2026-03-02T18:05:27+00:00
ibex__clk2200ps__abc1__pd560__rla035,ibex,ibex,1.0,2.2,1,0.56,0.35,base,func,typical,typ,,,,,,ibex__clk2200ps__abc1__pd560__rla035,/home/smscott/GNN_STA/configs/sdc_generated/ibex/constraint_clk2200ps.sdc,success,,2026-03-02T18:05:45+00:00
ibex__clk2310ps__abc0__pd440__rlabase,ibex,ibex,1.05,2.31,0,0.44,,base,func,typical,typ,,,,,,ibex__clk2310ps__abc0__pd440__rlabase,/home/smscott/GNN_STA/configs/sdc_generated/ibex/constraint_clk2310ps.sdc,success,,2026-03-02T18:16:55+00:00
ibex__clk2310ps__abc0__pd440__rla035,ibex,ibex,1.05,2.31,0,0.44,0.35,base,func,typical,typ,,,,,,ibex__clk2310ps__abc0__pd440__rla035,/home/smscott/GNN_STA/configs/sdc_generated/ibex/constraint_clk2310ps.sdc,success,,2026-03-02T18:21:04+00:00
ibex__clk2310ps__abc0__pd500__rlabase,ibex,ibex,1.05,2.31,0,0.5,,base,func,typical,typ,,,,,,ibex__clk2310ps__abc0__pd500__rlabase,/home/smscott/GNN_STA/configs/sdc_generated/ibex/constraint_clk2310ps.sdc,success,,2026-03-02T18:23:44+00:00
ibex__clk2310ps__abc0__pd500__rla035,ibex,ibex,1.05,2.31,0,0.5,0.35,base,func,typical,typ,,,,,,ibex__clk2310ps__abc0__pd500__rla035,/home/smscott/GNN_STA/configs/sdc_generated/ibex/constraint_clk2310ps.sdc,success,,2026-03-02T18:24:43+00:00
ibex__clk2310ps__abc0__pd560__rlabase,ibex,ibex,1.05,2.31,0,0.56,,base,func,typical,typ,,,,,,ibex__clk2310ps__abc0__pd560__rlabase,/home/smscott/GNN_STA/configs/sdc_generated/ibex/constraint_clk2310ps.sdc,success,,2026-03-02T18:25:24+00:00
ibex__clk2310ps__abc0__pd560__rla035,ibex,ibex,1.05,2.31,0,0.56,0.35,base,func,typical,typ,,,,,,ibex__clk2310ps__abc0__pd560__rla035,/home/smscott/GNN_STA/configs/sdc_generated/ibex/constraint_clk2310ps.sdc,success,,2026-03-02T18:25:35+00:00
ibex__clk2310ps__abc1__pd440__rlabase,ibex,ibex,1.05,2.31,1,0.44,,base,func,typical,typ,,,,,,ibex__clk2310ps__abc1__pd440__rlabase,/home/smscott/GNN_STA/configs/sdc_generated/ibex/constraint_clk2310ps.sdc,success,,2026-03-02T18:28:57+00:00
ibex__clk2310ps__abc1__pd440__rla035,ibex,ibex,1.05,2.31,1,0.44,0.35,base,func,typical,typ,,,,,,ibex__clk2310ps__abc1__pd440__rla035,/home/smscott/GNN_STA/configs/sdc_generated/ibex/constraint_clk2310ps.sdc,success,,2026-03-02T18:33:15+00:00
ibex__clk2310ps__abc1__pd500__rlabase,ibex,ibex,1.05,2.31,1,0.5,,base,func,typical,typ,,,,,,ibex__clk2310ps__abc1__pd500__rlabase,/home/smscott/GNN_STA/configs/sdc_generated/ibex/constraint_clk2310ps.sdc,success,,2026-03-02T18:35:37+00:00
ibex__clk2310ps__abc1__pd500__rla035,ibex,ibex,1.05,2.31,1,0.5,0.35,base,func,typical,typ,,,,,,ibex__clk2310ps__abc1__pd500__rla035,/home/smscott/GNN_STA/configs/sdc_generated/ibex/constraint_clk2310ps.sdc,success,,2026-03-02T18:36:25+00:00
ibex__clk2310ps__abc1__pd560__rlabase,ibex,ibex,1.05,2.31,1,0.56,,base,func,typical,typ,,,,,,ibex__clk2310ps__abc1__pd560__rlabase,/home/smscott/GNN_STA/configs/sdc_generated/ibex/constraint_clk2310ps.sdc,success,,2026-03-02T18:37:04+00:00
ibex__clk2310ps__abc1__pd560__rla035,ibex,ibex,1.05,2.31,1,0.56,0.35,base,func,typical,typ,,,,,,ibex__clk2310ps__abc1__pd560__rla035,/home/smscott/GNN_STA/configs/sdc_generated/ibex/constraint_clk2310ps.sdc,success,,2026-03-02T18:37:12+00:00
ibex__clk2420ps__abc0__pd440__rlabase,ibex,ibex,1.1,2.42,0,0.44,,base,func,typical,typ,,,,,,ibex__clk2420ps__abc0__pd440__rlabase,/home/smscott/GNN_STA/configs/sdc_generated/ibex/constraint_clk2420ps.sdc,success,,2026-03-02T18:29:14+00:00
ibex__clk2420ps__abc0__pd440__rla035,ibex,ibex,1.1,2.42,0,0.44,0.35,base,func,typical,typ,,,,,,ibex__clk2420ps__abc0__pd440__rla035,/home/smscott/GNN_STA/configs/sdc_generated/ibex/constraint_clk2420ps.sdc,success,,2026-03-02T18:29:33+00:00
ibex__clk2420ps__abc0__pd500__rlabase,ibex,ibex,1.1,2.42,0,0.5,,base,func,typical,typ,,,,,,ibex__clk2420ps__abc0__pd500__rlabase,/home/smscott/GNN_STA/configs/sdc_generated/ibex/constraint_clk2420ps.sdc,success,,2026-03-02T18:29:53+00:00
ibex__clk2420ps__abc0__pd500__rla035,ibex,ibex,1.1,2.42,0,0.5,0.35,base,func,typical,typ,,,,,,ibex__clk2420ps__abc0__pd500__rla035,/home/smscott/GNN_STA/configs/sdc_generated/ibex/constraint_clk2420ps.sdc,success,,2026-03-02T18:30:12+00:00
ibex__clk2420ps__abc0__pd560__rlabase,ibex,ibex,1.1,2.42,0,0.56,,base,func,typical,typ,,,,,,ibex__clk2420ps__abc0__pd560__rlabase,/home/smscott/GNN_STA/configs/sdc_generated/ibex/constraint_clk2420ps.sdc,success,,2026-03-02T18:30:33+00:00
ibex__clk2420ps__abc0__pd560__rla035,ibex,ibex,1.1,2.42,0,0.56,0.35,base,func,typical,typ,,,,,,ibex__clk2420ps__abc0__pd560__rla035,/home/smscott/GNN_STA/configs/sdc_generated/ibex/constraint_clk2420ps.sdc,success,,2026-03-02T18:30:53+00:00
ibex__clk2420ps__abc1__pd440__rlabase,ibex,ibex,1.1,2.42,1,0.44,,base,func,typical,typ,,,,,,ibex__clk2420ps__abc1__pd440__rlabase,/home/smscott/GNN_STA/configs/sdc_generated/ibex/constraint_clk2420ps.sdc,success,,2026-03-02T18:31:14+00:00
ibex__clk2420ps__abc1__pd440__rla035,ibex,ibex,1.1,2.42,1,0.44,0.35,base,func,typical,typ,,,,,,ibex__clk2420ps__abc1__pd440__rla035,/home/smscott/GNN_STA/configs/sdc_generated/ibex/constraint_clk2420ps.sdc,success,,2026-03-02T18:31:35+00:00
ibex__clk2420ps__abc1__pd500__rlabase,ibex,ibex,1.1,2.42,1,0.5,,base,func,typical,typ,,,,,,ibex__clk2420ps__abc1__pd500__rlabase,/home/smscott/GNN_STA/configs/sdc_generated/ibex/constraint_clk2420ps.sdc,success,,2026-03-02T18:31:56+00:00
ibex__clk2420ps__abc1__pd500__rla035,ibex,ibex,1.1,2.42,1,0.5,0.35,base,func,typical,typ,,,,,,ibex__clk2420ps__abc1__pd500__rla035,/home/smscott/GNN_STA/configs/sdc_generated/ibex/constraint_clk2420ps.sdc,success,,2026-03-02T18:32:15+00:00
ibex__clk2420ps__abc1__pd560__rlabase,ibex,ibex,1.1,2.42,1,0.56,,base,func,typical,typ,,,,,,ibex__clk2420ps__abc1__pd560__rlabase,/home/smscott/GNN_STA/configs/sdc_generated/ibex/constraint_clk2420ps.sdc,success,,2026-03-02T18:32:34+00:00
ibex__clk2420ps__abc1__pd560__rla035,ibex,ibex,1.1,2.42,1,0.56,0.35,base,func,typical,typ,,,,,,ibex__clk2420ps__abc1__pd560__rla035,/home/smscott/GNN_STA/configs/sdc_generated/ibex/constraint_clk2420ps.sdc,success,,2026-03-02T18:32:52+00:00
aes__clk738ps__abc0__pd440__rlabase,aes,aes,0.9,0.738,0,0.44,,base,func,typical,typ,,,,,,aes__clk738ps__abc0__pd440__rlabase,/home/smscott/GNN_STA/configs/sdc_generated/aes/constraint_clk738ps.sdc,success,,2026-03-02T18:33:10+00:00
aes__clk738ps__abc0__pd440__rla035,aes,aes,0.9,0.738,0,0.44,0.35,base,func,typical,typ,,,,,,aes__clk738ps__abc0__pd440__rla035,/home/smscott/GNN_STA/configs/sdc_generated/aes/constraint_clk738ps.sdc,success,,2026-03-02T18:33:28+00:00
aes__clk738ps__abc0__pd500__rlabase,aes,aes,0.9,0.738,0,0.5,,base,func,typical,typ,,,,,,aes__clk738ps__abc0__pd500__rlabase,/home/smscott/GNN_STA/configs/sdc_generated/aes/constraint_clk738ps.sdc,success,,2026-03-02T18:33:33+00:00
aes__clk738ps__abc0__pd500__rla035,aes,aes,0.9,0.738,0,0.5,0.35,base,func,typical,typ,,,,,,aes__clk738ps__abc0__pd500__rla035,/home/smscott/GNN_STA/configs/sdc_generated/aes/constraint_clk738ps.sdc,success,,2026-03-02T18:33:46+00:00
aes__clk738ps__abc0__pd560__rlabase,aes,aes,0.9,0.738,0,0.56,,base,func,typical,typ,,,,,,aes__clk738ps__abc0__pd560__rlabase,/home/smscott/GNN_STA/configs/sdc_generated/aes/constraint_clk738ps.sdc,success,,2026-03-02T18:33:51+00:00
aes__clk738ps__abc0__pd560__rla035,aes,aes,0.9,0.738,0,0.56,0.35,base,func,typical,typ,,,,,,aes__clk738ps__abc0__pd560__rla035,/home/smscott/GNN_STA/configs/sdc_generated/aes/constraint_clk738ps.sdc,success,,2026-03-02T18:34:03+00:00
aes__clk738ps__abc1__pd440__rlabase,aes,aes,0.9,0.738,1,0.44,,base,func,typical,typ,,,,,,aes__clk738ps__abc1__pd440__rlabase,/home/smscott/GNN_STA/configs/sdc_generated/aes/constraint_clk738ps.sdc,success,,2026-03-02T18:34:10+00:00
aes__clk738ps__abc1__pd440__rla035,aes,aes,0.9,0.738,1,0.44,0.35,base,func,typical,typ,,,,,,aes__clk738ps__abc1__pd440__rla035,/home/smscott/GNN_STA/configs/sdc_generated/aes/constraint_clk738ps.sdc,success,,2026-03-02T18:34:22+00:00
aes__clk738ps__abc1__pd500__rlabase,aes,aes,0.9,0.738,1,0.5,,base,func,typical,typ,,,,,,aes__clk738ps__abc1__pd500__rlabase,/home/smscott/GNN_STA/configs/sdc_generated/aes/constraint_clk738ps.sdc,success,,2026-03-02T18:34:29+00:00
aes__clk738ps__abc1__pd500__rla035,aes,aes,0.9,0.738,1,0.5,0.35,base,func,typical,typ,,,,,,aes__clk738ps__abc1__pd500__rla035,/home/smscott/GNN_STA/configs/sdc_generated/aes/constraint_clk738ps.sdc,success,,2026-03-02T18:34:39+00:00
aes__clk738ps__abc1__pd560__rlabase,aes,aes,0.9,0.738,1,0.56,,base,func,typical,typ,,,,,,aes__clk738ps__abc1__pd560__rlabase,/home/smscott/GNN_STA/configs/sdc_generated/aes/constraint_clk738ps.sdc,success,,2026-03-02T18:34:45+00:00
aes__clk738ps__abc1__pd560__rla035,aes,aes,0.9,0.738,1,0.56,0.35,base,func,typical,typ,,,,,,aes__clk738ps__abc1__pd560__rla035,/home/smscott/GNN_STA/configs/sdc_generated/aes/constraint_clk738ps.sdc,success,,2026-03-02T18:34:55+00:00
aes__clk779ps__abc0__pd440__rlabase,aes,aes,0.95,0.779,0,0.44,,base,func,typical,typ,,,,,,aes__clk779ps__abc0__pd440__rlabase,/home/smscott/GNN_STA/configs/sdc_generated/aes/constraint_clk779ps.sdc,success,,2026-03-02T18:45:49+00:00
aes__clk779ps__abc0__pd440__rla035,aes,aes,0.95,0.779,0,0.44,0.35,base,func,typical,typ,,,,,,aes__clk779ps__abc0__pd440__rla035,/home/smscott/GNN_STA/configs/sdc_generated/aes/constraint_clk779ps.sdc,success,,2026-03-02T18:45:58+00:00
aes__clk779ps__abc0__pd500__rlabase,aes,aes,0.95,0.779,0,0.5,,base,func,typical,typ,,,,,,aes__clk779ps__abc0__pd500__rlabase,/home/smscott/GNN_STA/configs/sdc_generated/aes/constraint_clk779ps.sdc,success,,2026-03-02T18:46:41+00:00
aes__clk779ps__abc0__pd500__rla035,aes,aes,0.95,0.779,0,0.5,0.35,base,func,typical,typ,,,,,,aes__clk779ps__abc0__pd500__rla035,/home/smscott/GNN_STA/configs/sdc_generated/aes/constraint_clk779ps.sdc,success,,2026-03-02T18:47:29+00:00
